68	11708	10580	3596	13581	18075	4327
69	11744	10676	3672	12437	16987	3393
70	11884	10904	3472	11756	14991	2485
71	12204	11220	3668	11082	12819	1454
72	11652	10564	3656	10407	11188	1156
73	11532	10168	3280	9773	10624	1375
74	11984	10836	4016	9492	8875	1719
75	12168	10952	3808	9451	7055	2074
76	12256	10904	3876	9263	6355	2379
77	12196	11016	4068	8672	5535	3092
78	12084	10984	4120	7472	5050	3638
79	12268	11380	3928	6214	4354	3785
80	12144	11524	3688	4554	3323	3516
81	12184	11644	3852	2538	2171	2870
82	12008	11488	4020	117	1170	2012
83	11492	11000	3896	-2569	118	1027
84	11492	11176	3824	-5140	-1399	21
85	11604	11416	3700	-7508	-3254	-1304
86	11364	11132	3636	-9753	-5389	-2407
87	11736	11048	3532	-11719	-7028	-3594
88	11448	10744	3576	-13607	-8605	-4145
89	12128	11228	3596	-15010	-10184	-4657
90	11848	10896	3440	-16150	-12219	-5184
91	11580	10356	3356	-16636	-13619	-5395
92	12380	10916	3476	-16811	-14838	-5546
93	12688	11160	3700	-16727	-16205	-5515
94	12248	10564	3608	-16502	-16865	-5393
95	12148	10232	3672	-15924	-16906	-5097
96	12476	10608	3732	-15227	-16946	-4799
97	12720	10788	3916	-14207	-16725	-4446
98	12784	10768	4160	-13261	-15811	-3844
99	12700	10756	4336	-12433	-14232	-2955
100	12584	10544	4536	-11468	-12446	-1905
101	12208	10392	4264	-10532	-10408	-1039
102	12312	10548	4452	-9386	-8626	-333
103	12596	11012	4680	-8319	-7129	234
104	12660	10992	4520	-7521	-5200	864
105	14556	5832	29656	1763	16167	2782
106	9100	15372	-7900	9721	9524	5169
107	19000	4948	5880	4534	1637	6555
108	14564	8772	2608	5840	3838	1594
109	16544	5484	6176	4668	6110	1156
110	16132	6780	3812	5623	9518	6319
111	16552	6060	5616	6171	10626	9924
112	17348	6028	384	6548	7242	12588
113	18416	6660	-2324	6084	380	12515
114	18628	7248	2660	4402	-1914	8851
115	17796	8012	4504	3580	1411	6774
116	15168	6520	3288	2611	2099	8093
117	16072	6684	3864	2744	-209	10290
118	17380	6468	5324	4601	2509	10483
119	16852	5600	4772	3815	2834	8562
120	16092	6328	4256	1623	2296	7717
121	16140	6284	3152	531	2682	7274
122	16884	5908	3492	-1321	2389	6615
123	17504	5824	4360	-1723	1556	6493
124	16608	6136	4212	-743	2591	6129
125	16796	4252	4844	-468	2714	8150
126	17136	5160	5356	-3291	1201	9148
127	17392	4684	5756	-3221	1832	8731
128	17028	3888	4324	-1846	717	8869
129	16320	2668	6160	-2067	-1006	9891
130	16508	2976	4972	-2467	-1300	10684
131	14552	1120	3256	-1653	-3223	13901
132	15504	-988	5092	-1088	-5956	14275
133	17832	596	6448	-2273	-2889	11537
134	16588	536	5328	-4971	-314	10957
135	16168	920	6384	-3369	-755	13531
136	15476	516	6940	-526	3865	11588
137	13872	-756	2764	-2369	-130	7212
138	16260	-860	2400	-445	-1959	5441
139	16404	-2028	3244	1211	1650	7090
140	16148	-1668	3876	-984	3084	6100
141	15200	-2692	2580	-4117	210	4163
142	15484	-2340	3704	-4731	-2797	2466
143	16076	-2668	3160	-4611	-3019	2144
144	15752	-2808	4516	-3533	-699	1467
145	14160	-2480	4216	-2745	139	548
146	13500	-3240	3668	-2301	-580	388
147	14812	-2952	3432	-2192	-835	972
148	16140	-3340	3572	-1123	1195	1106
149	15352	-3912	3076	864	1226	1513
150	14444	-4064	3092	-1640	-838	288
151	14868	-3640	2224	-1687	-1503	429
152	15088	-3624	2480	-1627	-1164	989
153	14864	-3564	2764	-786	-494	1479
154	15116	-3812	1924	-1379	-1679	1026
155	14972	-3928	2696	-1319	-1599	1226
156	14520	-4124	3012	-1444	-707	1080
157	14168	-3968	2236	-327	-231	1308
158	13564	-2796	2796	461	1165	233
159	12180	-1468	1388	2639	2700	-600
160	13848	120	4212	8844	8806	-1251
161	10708	8068	2608	14653	16508	-3113
162	8400	6676	2952	13533	18635	-6812
163	8032	6760	1964	15002	15565	-8213
164	9440	9660	1960	15086	8691	-11371
165	10768	10980	2444	14398	1789	-17315
166	12356	11524	3216	13120	-5192	-21724
167	15440	13768	5000	11017	-7788	-23679
168	15100	12832	4148	6102	-9727	-23067
169	16948	14048	4356	5198	-9404	-22165
170	17644	14712	4916	5730	-7817	-21442
171	18400	14880	5172	7108	-5936	-19741
172	19112	15364	5716	10386	-2967	-16800
173	20640	16704	6348	13029	2400	-14134
174	19888	16296	5584	15342	6403	-10674
175	19708	16760	5056	17211	9327	-8555
176	19112	16836	4812	17733	9916	-7877
177	19928	18404	4624	16878	7518	-8373
178	18896	18036	4108	14778	2795	-10242
179	17900	17456	3996	10916	-2596	-12763
180	17388	16628	4000	5862	-10962	-16132
181	17272	16148	3900	2342	-14906	-18471
182	17000	15280	4212	-294	-17633	-20040
183	16252	13780	4484	-1669	-17597	-20756
184	15712	12844	4636	-2497	-15947	-19936
185	14832	11576	4668	-2124	-12661	-17996
186	14020	10764	4528	-1057	-8566	-15375
187	13060	9760	4612	903	-4276	-12244
188	12444	9156	4380	3659	231	-8968
189	11352	8260	4304	6237	4109	-5466
190	10392	7412	3816	8550	7914	-2128
191	10212	7436	3520	9897	11428	862
192	10408	7548	3684	11483	14747	3421
193	10480	7932	3292	12463	17353	5848
194	10748	8368	3456	12399	19944	7685
195	11448	9204	3120	12177	21620	8555
196	11576	9688	2976	11146	21844	9111
197	11140	9516	2968	9504	21853	8894
198	11052	9932	2588	7555	21101	8260
199	12004	11024	2988	5161	18756	7351
200	12884	11852	2932	3106	16383	6014
201	12388	10956	3056	1432	14442	5465
202	13884	12768	3020	-1349	12336	4474
203	14484	13320	3740	-3829	11131	3957
204	15260	13748	3380	-6085	10250	4119
205	15492	14116	4268	-7907	10425	4086
206	15976	14348	3888	-9229	10852	4085
207	17100	15628	4576	-10106	11520	4303
208	17988	16128	4428	-10800	12868	4546
209	17544	15996	4136	-12384	14663	5113
210	17544	16300	3812	-14254	15211	5680
211	17508	16548	3436	-16212	14049	5467
212	16856	16100	3180	-18325	11138	4959
213	16360	15872	2792	-21203	7047	4418
214	16008	15432	2448	-24698	1803	4129
215	14776	14192	2180	-28836	-4382	4328
216	14188	13460	1928	-32292	-10863	4201
217	13692	12708	1720	-32768	-17376	3421
218	13448	11856	1812	-32768	-23948	2642
219	13184	10896	2036	-32768	-29138	1822
220	13048	10280	2072	-32768	-32689	1219
221	13048	9768	2372	-32768	-32768	580
222	12904	9520	2552	-32768	-32768	-91
223	12456	8808	3136	-32768	-32768	-801
224	11724	8176	3316	-31857	-30027	-939
225	11612	8332	3512	-28928	-26247	-996
226	11768	8648	3844	-25655	-21979	-1025
227	11488	8664	4116	-22636	-17287	-1174
228	11052	8624	4060	-19615	-12429	-1302
229	11380	9220	4088	-16847	-7524	-1751
230	11780	9800	4112	-14328	-3102	-2843
231	11504	9736	3952	-12076	726	-4138
232	11980	10384	3864	-10201	3972	-5706
233	12636	11444	3592	-8598	6073	-7699
234	13248	11908	3504	-7332	7217	-10260
235	14112	12380	3588	-6207	7541	-12170
236	14924	13016	3552	-5464	7291	-13645
237	15472	13160	3748	-4636	7591	-14320
238	15916	12864	3932	-1429	9836	-13436
239	16628	13248	4372	2281	12686	-11682
240	17092	12980	4852	7225	17202	-9095
241	16516	12040	4892	12900	23475	-6033
242	16920	12196	4516	18266	30025	-3427
243	17540	12752	4364	23371	32767	-1730
244	17128	12668	3748	27401	32767	-1346
245	16732	12632	3144	29769	32767	-2419
246	16700	13492	2688	30775	32767	-4256
247	15632	13372	2372	30158	32047	-6414
248	13576	11784	2084	28131	24290	-7984
249	13108	11588	2292	26387	16890	-8866
250	13588	12424	2628	23773	9409	-8749
251	13464	11672	3084	21691	3743	-7571
252	12444	10784	3792	20319	2172	-5671
253	12020	10120	3796	19265	2725	-3425
254	12616	10296	3856	19523	4500	-1102
255	11724	9312	4204	20187	8128	899
256	10600	8580	3928	19602	12484	2805
257	10704	8704	3716	18765	16678	3999
258	11180	9216	3604	18095	19819	4455
259	10880	9088	3520	16792	22577	3903
260	10604	9148	2992	14589	24453	2602
261	11388	10260	2988	11843	24106	836
262	12464	11680	2740	9703	22442	-1631
263	12556	11652	2872	6389	20109	-3605
264	12456	11352	2872	2424	17690	-4616
265	13280	12332	2784	-1417	14131	-4918
266	14140	12916	2832	-4693	10243	-5225
267	13752	12296	3028	-8205	6551	-4172
268	14728	13180	3092	-11699	4159	-2687
269	15064	14076	2972	-14513	2192	-953
270	15024	13636	3672	-17097	-322	589
271	16080	14580	3452	-19737	-1847	1007
272	15796	14244	3396	-22423	-3438	1637
273	14736	13724	3412	-25268	-4732	2386
274	14812	13884	3256	-27963	-5350	2221
275	15884	13704	2952	-29977	-6956	2337
276	14808	13252	3244	-31905	-7675	1941
277	14208	12780	3028	-32768	-9194	2581
278	14632	13532	3048	-32768	-11425	2972
279	14076	12716	2456	-32768	-15073	3304
280	13168	11696	2000	-32768	-19469	3642
281	13200	11496	1572	-32768	-25437	3340
282	12960	10600	1548	-32768	-31441	2352
283	12652	10148	1508	-32768	-32768	419
284	12652	9236	1584	-32768	-32768	-1791
285	12932	9148	1944	-32768	-32768	-4375
286	12920	8656	2664	-32768	-32768	-6330
287	12448	8220	3348	-32768	-32768	-7296
288	12200	8088	3800	-32184	-29420	-7290
289	11932	8364	4312	-28181	-21877	-6662
290	12008	8632	4536	-23257	-14023	-5531
291	12448	9364	4920	-19121	-5700	-4514
292	12256	9456	4448	-14560	1134	-3030
293	12520	9940	4196	-10644	7386	-2284
294	13124	10648	3848	-7032	11804	-2125
295	13648	11360	3636	-3584	14159	-2221
296	14000	11684	3360	-982	15362	-2758
297	14124	11432	3856	1362	15781	-2973
298	13960	11500	3144	3764	15765	-2220
299	15164	12268	4004	6715	17040	-2198
300	15500	12452	3944	9971	18630	-1719
301	16008	12584	4372	13435	21575	-917
302	15836	12388	4132	16477	25672	-170
303	16380	12892	4052	19441	29631	-85
304	16424	13116	4004	22094	32406	-1065
305	15996	12828	3564	24145	32767	-2976
306	15556	12624	3204	25526	32767	-5394
307	15460	13168	2892	26245	31494	-7554
308	14772	12432	2928	26297	27597	-9532
309	13948	11564	2976	26341	23088	-10412
310	13940	11500	3076	26391	19677	-10113
311	13944	11260	3324	26874	17316	-8798
312	12816	9940	3624	27337	16457	-6173
313	13048	9924	3620	28154	17498	-3291
314	12796	9560	3488	28756	19031	-54
315	11600	8636	3516	29313	21661	2791
316	10996	8392	3012	28312	23864	4993
317	11808	9324	3156	27436	25299	5943
318	12208	10248	3116	25382	26307	5841
319	11364	9684	2804	22391	26780	4895
320	11296	10312	2380	18416	25128	3476
321	12108	11424	2432	14671	21288	1388
322	11844	11492	2548	10533	16934	-1208
323	11636	11300	2708	5864	12624	-3074
324	12384	11828	2884	420	7893	-4564
325	12652	11964	3024	-4145	3968	-5278
326	12532	11532	3044	-8481	983	-5661
327	13252	12000	3328	-12109	-1430	-5469
328	14792	13312	3412	-15423	-3182	-4962
329	14328	12544	3312	-18164	-3658	-3819
330	13916	12400	3492	-21275	-3750	-1999
331	15104	13576	3480	-23688	-3822	-636
332	15124	13556	3292	-25395	-4808	692
333	14196	12844	3184	-27885	-5790	2257
334	15260	13956	3164	-30335	-7014	3260
335	15572	14224	3028	-32556	-10132	3914
336	14160	12844	2760	-32768	-13544	4307
337	14144	12780	2500	-32768	-16999	4485
338	14460	12752	2388	-32768	-21999	4429
339	13704	11648	2292	-32768	-26035	4037
340	13324	11068	2160	-32768	-29203	3574
341	13712	10916	2192	-32768	-32128	2730
342	13604	10492	2320	-32768	-32768	1518
343	13116	9756	2612	-32768	-32768	468
344	13056	9648	2816	-32768	-32768	-509
345	13140	9724	2956	-32768	-32768	-1606
346	12392	9008	3068	-32070	-30368	-2552
347	12000	8836	3316	-29235	-26983	-3341
348	11964	9068	3724	-26141	-23049	-4219
349	12016	9272	3904	-22896	-18736	-4887
350	11860	9292	4168	-19843	-13811	-5165
351	11784	9216	4124	-16759	-8418	-5140
352	12188	9932	4264	-13034	-2732	-5247
353	12772	10476	4140	-9639	1414	-5534
354	12964	10496	4008	-6365	5286	-5535
355	13320	10772	4004	-3275	8921	-5092
356	13916	11228	3900	25	12096	-4431
357	13780	10752	3836	3673	15090	-3465
358	13964	10676	3988	8133	18513	-2112
359	14844	11072	3940	12913	22520	-578
360	15396	11116	4192	17965	27337	1260
361	15320	10992	4064	22340	32767	2920
362	15748	11212	3432	25907	32767	3886
363	16424	12308	3132	28868	32767	3416
364	16132	12680	2748	31059	32767	1427
365	15768	12812	2440	31873	32767	-1615
366	15212	12812	2120	31329	32767	-4386
367	14900	13104	2168	29544	27270	-7174
368	13948	12396	2472	27576	19860	-8958
369	13700	12000	3024	25965	13634	-9674
370	13912	12284	3360	24572	9568	-9293
371	14200	12116	3680	23313	7402	-7963
372	12160	9896	3872	22654	13523	-605
373	11864	9588	3812	22439	16230	580
374	11728	9480	3828	21488	18754	1489
375	11448	9516	3468	19780	20637	1733
376	11344	9804	3128	17743	20976	1279
377	11188	10036	2688	15377	20089	273
378	11508	10472	2820	12500	18246	-879
379	11736	10844	2872	9140	15547	-1830
380	12008	11172	2668	5497	12472	-2339
381	12176	11160	2808	1650	9177	-2477
382	12100	11076	2852	-2541	5329	-2150
383	12448	11308	2832	-6007	2058	-1733
384	13216	11708	2696	-9045	-850	-1159
385	13024	11676	3288	-11975	-2893	-121
386	13500	12076	3220	-14961	-3938	803
387	13804	12368	3320	-17297	-4727	1718
388	13584	12136	3364	-19307	-5160	2646
389	14124	12772	3848	-21214	-4804	3073
390	14428	13184	3656	-22848	-4629	3691
391	14680	13432	3872	-24657	-4437	4215
392	14980	13692	3824	-26701	-4497	4446
393	14980	13872	3268	-28680	-5977	4734
394	14740	13904	3084	-30816	-8523	4655
395	14232	13016	2556	-32768	-12133	4648
396	14140	12876	2560	-32768	-17206	4438
397	13836	12628	1668	-32768	-22940	3837
398	13556	11676	1916	-32768	-28558	2778
399	13568	11236	1700	-32768	-32768	1379
400	13332	10284	1760	-32768	-32768	-299
401	13336	9896	2124	-32768	-32768	-2121
402	13680	9632	2388	-32768	-32768	-3843
403	13476	9240	2832	-32768	-32768	-5123
404	12780	8656	3240	-31806	-32768	-5593
405	12808	9024	3696	-28041	-28813	-5388
406	12656	9072	3944	-23940	-22658	-4809
407	12356	9104	4368	-19631	-16014	-3833
408	12048	9132	4288	-15323	-9513	-2777
409	12328	9672	4256	-11035	-3401	-1850
410	12484	10068	4184	-6568	2478	-1257
411	12676	10280	4004	-2992	6841	-999
412	12540	10168	3984	346	10527	-873
413	12744	10428	3668	3487	13346	-868
414	12788	10212	3556	6754	15743	-877
415	12908	10256	3632	10048	18115	-688
416	14156	11052	3732	13445	20933	-397
417	15444	11976	3868	16991	23841	-28
418	15068	11464	3976	20109	27154	695
419	14888	11176	3700	23153	31131	912
420	15196	11612	3288	25882	32767	610
421	15640	12044	3388	28469	32767	-695
422	14864	11568	3052	30107	32767	-2589
423	14924	11964	2948	30941	32767	-4283
424	15196	12608	2956	31280	31233	-6065
425	14660	12532	2952	31013	26017	-7867
426	13808	11508	3084	30256	21800	-8363
427	14008	11912	3436	29598	18376	-7943
428	13872	11768	3516	28849	15528	-6918
429	13396	11120	3560	28366	14118	-5190
430	12976	10604	3924	27792	14136	-3036
431	12736	10400	3704	27075	14949	-870
432	12672	10328	3816	26247	16075	1083
433	12204	10152	3624	24961	17373	2504
434	11492	9672	3340	23004	18356	3381
435	11244	9752	3044	20327	18362	3656
436	11544	10604	2956	17373	17200	2871
437	11604	10732	2936	14279	15102	1652
438	11200	10592	3072	10178	12775	523
439	10792	10504	2716	5043	9402	-538
440	11104	10780	2664	689	5569	-1707
441	11776	11340	2644	-3452	1188	-3057
442	11840	11024	2948	-7627	-2712	-3749
443	11596	10772	2860	-11969	-5542	-3590
444	12892	11728	2984	-15878	-8089	-3348
445	13616	12148	3028	-18836	-10800	-3193
446	14056	12328	3360	-21267	-12513	-2496
447	14572	12568	3700	-23565	-12894	-1236
448	14660	12468	3716	-25142	-12795	487
449	14700	12552	3964	-26250	-11661	2111
450	15092	12916	3900	-26575	-10702	3545
451	15104	12888	4128	-26440	-9461	5221
452	14564	12356	3880	-27077	-8156	7214
453	14740	13096	3640	-27192	-7351	8723
454	14248	12788	3408	-27334	-8459	9350
455	13420	11960	3344	-27829	-10285	9757
456	14128	12676	3128	-28565	-12946	9684
457	13620	12220	2704	-30004	-18346	8879
458	13268	11788	2728	-30745	-22304	7654
459	13476	11848	2456	-31051	-26156	5989
460	13944	11732	2976	-30981	-30129	3648
461	13980	10972	2960	-30410	-32768	1158
462	13588	10640	2908	-28860	-32768	-930
463	13408	10248	3248	-27160	-31679	-2497
464	12920	9552	3468	-24703	-28427	-3527
465	13280	10272	3928	-21569	-24136	-4189
466	12948	9824	4168	-18240	-19389	-4264
467	11312	8380	4232	-13295	-10828	-3236
468	11004	8520	4056	-9603	-5305	-2215
469	12284	9928	4268	-5521	-452	-1880
470	12444	9812	4332	-1678	3917	-1438
471	11884	9324	4304	1300	8725	-636
472	11928	9604	3856	4266	13324	-135
473	13316	10980	3768	7446	15982	-340
474	13308	10940	3672	10355	18073	-1070
475	12976	10436	3764	12716	20712	-1536
476	13524	10916	3452	14769	22957	-1906
477	14536	11928	3464	16909	23926	-2685
478	15108	12624	3688	19157	24485	-4235
479	15324	12672	3860	20901	25400	-5586
480	15364	12668	3612	21991	26096	-6497
481	15260	12652	3584	22932	25888	-7495
482	15840	13528	3520	24322	24339	-9116
483	15588	13336	3860	24944	22813	-10305
484	15260	12852	4028	25134	21784	-10804
485	15048	12828	3752	25045	20063	-10603
486	15372	12988	3908	25314	18086	-10467
487	14752	12456	4144	25492	16587	-9787
488	14056	11752	4096	25258	15930	-8424
489	13588	11020	3856	24712	15271	-6371
490	13644	11404	3744	24213	14803	-4529
491	13064	10784	3496	23667	14351	-2644
492	12380	10352	3632	22463	14402	-792
493	11948	10184	3264	20569	14263	844
494	11716	10164	3312	18576	13608	2008
495	11472	10072	3304	16006	12657	2583
496	10920	9904	3104	12629	11361	2669
497	10624	9912	2992	9031	9709	2521
498	11000	10380	3060	5390	7355	1749
499	11228	10704	2936	1881	4818	449
500	11280	10672	3188	-1948	2528	-356
501	11372	10908	3092	-6096	912	-1152
502	11520	10932	3064	-9866	-907	-1625
503	11904	11184	3440	-13117	-2437	-2184
504	12340	11352	3280	-16045	-3679	-2328
505	12832	11464	3500	-18723	-4446	-1694
506	12904	11384	3340	-21400	-4933	-382
507	13476	12028	3344	-23795	-5663	1095
508	14268	12748	3204	-25716	-7388	2336
509	13904	12416	2996	-27557	-9936	3972
510	14032	12532	3084	-29842	-12916	5507
511	15088	13384	2800	-31941	-17686	6505
512	14856	12944	2656	-32768	-22594	6752
513	14356	12124	2864	-32768	-26584	6653
514	14900	12312	2740	-32768	-29825	6334
515	15500	12628	2860	-32768	-32351	5393
516	14920	11764	3256	-32768	-32768	4469
517	14364	10968	3540	-31171	-32392	4093
518	14524	11308	3740	-28934	-30362	3543
519	14100	11036	3972	-26259	-27933	2885
520	13060	10260	3872	-23555	-24807	2631
521	13132	10592	4160	-21280	-21611	2384
522	13260	10984	3752	-18626	-18631	1425
523	12408	10260	3956	-16637	-16271	587
524	11488	9452	3832	-14265	-12914	-350
525	11668	9956	3800	-12376	-10386	-1362
526	11856	10216	3744	-10232	-8286	-2653
527	11512	9756	3600	-8234	-5996	-3767
528	11104	9136	3868	-6013	-3013	-4374
529	10952	9040	3760	-3649	51	-4488
530	12288	10100	3852	-802	3155	-4810
531	13200	10596	4016	2378	5965	-4619
532	12536	9792	4256	5763	10178	-3692
533	12016	9052	4116	9220	15224	-2165
534	12748	9396	3908	13196	19775	-764
535	13808	10344	3924	17850	23859	211
536	14516	10612	4020	22024	28434	1063
537	14896	10876	3812	25093	32767	1917
538	15516	11672	3332	27325	32767	2166
539	15628	12064	3048	29512	32767	893
540	15308	12196	2736	30468	32767	-1198
541	14344	11784	2380	30318	31847	-2937
542	13988	11984	2508	29344	27230	-4197
543	14068	12332	2524	28065	21823	-5371
544	13736	12020	2828	26589	16535	-5751
545	13280	11480	3220	25188	13222	-5426
546	13160	11452	3500	23833	11278	-4541
547	13444	11592	3836	22719	10176	-3373
548	12928	11052	4028	21868	10209	-2224
549	12420	10724	3856	20728	11057	-1172
550	12620	10756	4068	19412	11802	-360
551	12048	10816	3780	18008	12730	173
552	11664	10192	3580	15853	13414	258
553	11644	10484	3440	13475	13355	108
554	12108	11012	3380	10563	11921	-504
555	11792	10780	3236	7673	10278	-1131
556	11540	10664	3108	4064	8241	-1386
557	11808	10896	2952	445	5432	-1596
558	11568	10876	2704	-2960	2056	-1866
559	11404	10512	2952	-6592	-1296	-1689
560	11604	10576	2716	-10127	-4334	-1264
561	11844	10592	2892	-13426	-7564	-665
562	12460	10968	3032	-16255	-10354	-123
563	12856	11460	3048	-18963	-12905	687
564	12976	11432	2876	-21202	-15103	1568
565	13236	11480	2856	-23335	-16915	2452
566	13100	11388	3316	-24686	-18056	3095
567	13212	11360	3428	-25807	-18837	3472
568	13228	11244	3488	-26502	-19172	3978
569	13380	11260	3584	-27043	-18791	4474
570	13376	11252	3588	-27231	-18419	4794
571	13404	11488	3460	-27145	-18321	4906
572	13472	11476	3320	-27228	-18313	4692
573	13424	11400	3308	-27230	-18862	4443
574	13252	11516	3188	-27464	-19709	3710
575	12904	11212	2988	-27559	-20847	2599
576	12704	10784	2888	-27593	-22392	1400
577	13288	11516	2856	-27555	-23761	-555
578	12896	10952	2656	-27384	-25084	-2320
579	12620	10240	2956	-26926	-25163	-3768
580	12900	10364	3108	-25970	-24413	-5044
581	12904	10388	3184	-24778	-23388	-6040
582	12816	9892	3364	-22751	-21228	-6811
583	12404	9592	3440	-20623	-18692	-6719
584	12652	9852	3516	-18186	-15839	-6286
585	12892	10100	3764	-15224	-12977	-5785
586	12668	9904	3860	-12025	-9714	-4764
587	12508	9600	3812	-8476	-5952	-3475
588	12312	9408	4016	-4649	-2078	-1948
589	12444	9636	4172	-461	1916	-398
590	12984	9924	4272	3960	6021	1082
591	13280	10212	4344	8237	10414	2767
592	13248	9936	4112	12052	15392	4440
593	13352	10196	3896	15579	20131	5746
594	13800	10608	3736	18860	23766	6318
595	13280	10244	3144	22069	27163	6048
596	13524	10604	2876	23939	28991	5017
597	13016	10548	2560	24735	28924	4001
598	12760	10492	2700	25418	27967	2479
599	13244	11028	2792	25903	25784	993
600	13236	11088	2772	25877	23208	-259
601	12788	10496	2952	25599	21299	-766
602	13188	10904	3088	25515	20016	-859
603	13752	11460	3480	25653	18832	-695
604	13308	10844	3588	25853	18438	-202
605	12712	10268	3696	25775	19413	440
606	12840	10276	3504	25775	20481	1245
607	13160	10904	3696	25666	21082	1687
608	13276	11084	3648	25306	21708	1517
609	12640	10604	3544	24158	22024	1481
610	12744	10892	3244	22411	21700	1207
611	12540	10884	3112	20245	19803	482
612	12044	10560	2860	18105	17602	-31
613	12028	10660	2860	15508	15425	-391
614	12480	11128	3112	13022	12848	-423
615	12396	10996	3228	10302	10369	-133
616	11612	10368	3132	7435	8569	525
617	11852	10660	3088	4365	6381	1148
618	12436	11224	3228	1883	3865	1344
619	12212	11012	3136	-920	1431	1766
620	12040	11164	3196	-4307	-392	2124
621	12744	11892	3064	-7714	-2975	2141
622	12036	11204	2976	-10961	-6154	1693
623	11168	10612	2960	-14476	-8795	907
624	12028	11264	2744	-17655	-11842	-154
625	12984	11904	2944	-20510	-15176	-1409
626	12432	10864	3044	-24038	-17751	-2117
627	12568	11072	2928	-26796	-19162	-2394
628	12752	11016	2816	-28809	-20806	-2868
629	12348	10372	2712	-30163	-22369	-3130
630	12540	10268	2640	-31389	-23459	-3044
631	13260	10752	2784	-32310	-24483	-2672
632	12904	10248	2656	-32768	-25532	-2112
633	12604	10148	2588	-32768	-26295	-1827
634	13064	10616	2624	-32768	-27465	-2026
635	13556	10884	2536	-32513	-29127	-2527
636	13684	10732	2784	-31843	-29939	-3223
637	13496	10352	2844	-31145	-29742	-3626
638	12932	9976	3136	-29672	-28230	-4021
639	12884	9852	3344	-27307	-25586	-4591
640	13340	10392	3500	-24495	-22739	-4947
641	13192	10276	3888	-21854	-19280	-4755
642	12580	9604	4140	-19226	-14862	-3862
643	12548	9956	3920	-16342	-10425	-3050
644	12312	10008	3788	-13241	-7184	-2612
645	12324	10048	3716	-9954	-4494	-2231
646	12608	10400	3800	-7117	-2303	-1824
647	12524	10396	3740	-4768	-534	-1227
648	12632	10372	3604	-2270	1150	-776
649	12592	10460	3496	308	2159	-421
650	12368	9780	3832	10260	8761	2206
651	12428	9648	3948	13427	12175	3275
652	12628	9776	3940	16662	15469	4205
653	12724	9716	3824	19957	19138	5022
654	12664	9660	3616	22662	23487	5718
655	13528	10540	3256	25043	26426	5818
656	13904	10988	3288	26561	27941	5268
657	13256	10632	3096	27660	28858	4336
